time;ay;az;wx;wm;theta_a;theta_g;theta_af;theta_gf;theta;I
+7840.667969;15163;257;-0.067207;+0.000000;+0.000000;-0.000672;+0.000000;-0.000321;-0.000321;+0.672082
+7840.677734;15163;0;-0.067207;+0.000000;-0.016947;-0.001344;-0.000016;-0.000936;-0.000952;+2.559719
+7840.687500;15163;0;-0.067207;+0.000000;-0.016947;-0.002016;-0.000079;-0.001494;-0.001573;+5.096371
+7840.697754;15163;0;-0.067207;+0.000000;-0.016947;-0.002688;-0.000200;-0.002000;-0.002199;+7.599889
+7840.708008;15163;0;-0.067207;-0.006632;-0.016947;-0.003360;-0.000373;-0.002455;-0.002828;+9.716105
+7840.718262;15163;0;-0.067207;-0.029395;-0.016947;-0.004032;-0.000595;-0.002862;-0.003457;+11.322715
+7840.728027;15163;0;-0.067207;-0.064792;-0.016947;-0.004704;-0.000860;-0.003223;-0.004083;+12.458789
+7840.738281;15420;-258;-0.067207;-0.099579;-0.033677;-0.005377;-0.001178;-0.003542;-0.004721;+13.256523
+7840.748047;15420;-258;-0.033669;-0.122376;-0.033677;-0.005713;-0.001577;-0.003660;-0.005237;+13.534450
+7840.758301;15420;-258;-0.033669;-0.129574;-0.033677;-0.006050;-0.002063;-0.003594;-0.005656;+13.139632
+7840.768555;15163;-258;-0.033669;-0.129384;-0.033961;-0.006387;-0.002627;-0.003519;-0.006146;+12.419620
+7840.778320;15163;-258;-0.033669;-0.135184;-0.033961;-0.006723;-0.003261;-0.003438;-0.006699;+11.738037
+7840.788574;15163;0;-0.033669;-0.150598;-0.016947;-0.007060;-0.003942;-0.003350;-0.007292;+11.266645
+7840.798828;15163;-258;-0.033669;-0.176184;-0.033961;-0.007397;-0.004645;-0.003258;-0.007903;+11.050462
+7840.808594;15163;-258;-0.033669;-0.215640;-0.033961;-0.007733;-0.005384;-0.003161;-0.008545;+11.077234
+7840.818848;15163;-772;-0.033669;-0.268407;-0.067817;-0.008070;-0.006200;-0.003060;-0.009260;+11.330803
+7840.828613;15163;-772;-0.033669;-0.335974;-0.067817;-0.008407;-0.007147;-0.002956;-0.010103;+11.791546
+7840.838867;15163;-1;-0.033669;-0.416927;-0.017013;-0.008743;-0.008194;-0.002850;-0.011045;+12.384565
+7840.849121;15163;-1;-0.033669;-0.505708;-0.017013;-0.009080;-0.009234;-0.002743;-0.011977;+12.994315
+7840.859375;15163;-515;-0.000130;-0.603782;-0.050898;-0.009081;-0.010247;-0.002473;-0.012720;+13.240403
+7840.869141;15163;-258;-0.000130;-0.714627;-0.033961;-0.009083;-0.011279;-0.002057;-0.013336;+12.872501
+7840.878906;15163;-258;-0.000130;-0.838365;-0.033961;-0.009084;-0.012326;-0.001668;-0.013994;+12.173989
+7840.889160;15163;0;-0.000130;-0.972351;-0.016947;-0.009085;-0.013349;-0.001306;-0.014655;+11.464460
+7840.899414;15163;0;-0.000130;-1.111260;-0.016947;-0.009087;-0.014314;-0.000970;-0.015284;+10.897403
+7840.909668;15420;-1;-0.000130;-1.249481;-0.017012;-0.009088;-0.015208;-0.000659;-0.015867;+10.524900
+7840.919434;15420;-258;-0.000130;-1.382581;-0.033677;-0.009089;-0.016048;-0.000372;-0.016420;+10.355099
+7840.929199;15420;-258;-0.000130;-1.513499;-0.033677;-0.009091;-0.016867;-0.000108;-0.016975;+10.361978
+7840.939941;15163;0;-0.000130;-1.649644;-0.016947;-0.009092;-0.017665;+0.000135;-0.017530;+10.476461
+7840.949707;15163;0;-0.000130;-1.786757;-0.016947;-0.009093;-0.018408;+0.000356;-0.018052;+10.632677
+7840.959961;15163;-258;-0.000130;-1.919996;-0.033961;-0.009094;-0.019098;+0.000557;-0.018541;+10.804607
+7840.969727;15163;-258;-0.000130;-2.052166;-0.033961;-0.009096;-0.019770;+0.000738;-0.019031;+10.988854
+7840.979980;15163;0;+0.000000;-2.183964;-0.016947;-0.009096;-0.020422;+0.000902;-0.019519;+11.167543
+7840.990234;15163;0;+0.000000;-2.316831;-0.016947;-0.009096;-0.021021;+0.001050;-0.019971;+11.304069
+7841.000000;15163;0;+0.000000;-2.449726;-0.016947;-0.009096;-0.021555;+0.001181;-0.020374;+11.388636
+7841.010254;15420;0;-0.000130;-2.582065;-0.016947;-0.009097;-0.022025;+0.001296;-0.020730;+11.428534
+7841.020020;15420;0;-0.000130;-2.718353;-0.016947;-0.009098;-0.022437;+0.001395;-0.021042;+11.421466
+7841.030273;15420;0;-0.000130;-2.857771;-0.016947;-0.009100;-0.022792;+0.001481;-0.021312;+11.372656
+7841.040527;15420;-258;-0.000130;-2.993876;-0.033677;-0.009101;-0.023111;+0.001554;-0.021558;+11.309531
+7841.050293;15420;-258;-0.000130;-3.122373;-0.033677;-0.009102;-0.023427;+0.001614;-0.021813;+11.266732
+7841.060547;15163;257;+0.000000;-3.242615;+0.000000;-0.009102;-0.023724;+0.001664;-0.022059;+11.230783
+7841.070801;15163;257;+0.000000;-3.359632;+0.000000;-0.009102;-0.023937;+0.001705;-0.022232;+11.141292
+7841.081055;15163;-1;+0.000000;-3.482442;-0.017013;-0.009102;-0.024058;+0.001735;-0.022323;+10.974466
+7841.090820;15163;-1;+0.000000;-3.615146;-0.017013;-0.009102;-0.024125;+0.001756;-0.022369;+10.754540
+7841.101074;15163;257;+0.000000;-3.754446;+0.000000;-0.009102;-0.024145;+0.001769;-0.022376;+10.491287
+7841.111328;15163;0;+0.000000;-3.892811;-0.016947;-0.009102;-0.024103;+0.001774;-0.022329;+10.189168
+7841.121094;15163;0;+0.000000;-4.027544;-0.016947;-0.009102;-0.024022;+0.001772;-0.022250;+9.869455
+7841.131348;15420;0;-0.000130;-4.162583;-0.016947;-0.009104;-0.023921;+0.001763;-0.022158;+9.540745
+7841.141113;15420;0;-0.000130;-4.295143;-0.016947;-0.009105;-0.023802;+0.001747;-0.022055;+9.210279
+7841.151367;15420;0;-0.000130;-4.422291;-0.016947;-0.009106;-0.023668;+0.001726;-0.021942;+8.883368
+7841.161621;15420;257;-0.000130;-4.546667;-0.000282;-0.009108;-0.023504;+0.001700;-0.021803;+8.542141
+7841.171875;15163;257;+0.000000;-4.668118;+0.000000;-0.009108;-0.023281;+0.001671;-0.021610;+8.161918
+7841.181641;15420;257;+0.000000;-4.789631;-0.000282;-0.009108;-0.022990;+0.001638;-0.021352;+7.727318
+7841.191406;15420;257;+0.000000;-4.912019;-0.000282;-0.009108;-0.022638;+0.001602;-0.021036;+7.243293
+7841.201660;14649;0;+0.000000;-5.031453;-0.016947;-0.009108;-0.022247;+0.001564;-0.020684;+6.736062
+7841.211914;14649;0;+0.000000;-5.150309;-0.016947;-0.009108;-0.021854;+0.001522;-0.020332;+6.230218
+7841.222168;15420;257;-0.000130;-5.267673;-0.000282;-0.009109;-0.021459;+0.001478;-0.019982;+5.730237
+7841.231934;15163;257;-0.000130;-5.377226;+0.000000;-0.009110;-0.021034;+0.001431;-0.019603;+5.225203
+7841.241699;15163;257;-0.000130;-5.480910;+0.000000;-0.009111;-0.020566;+0.001383;-0.019183;+4.700469
+7841.251953;15163;0;-0.000130;-5.584721;-0.016947;-0.009113;-0.020076;+0.001333;-0.018742;+4.159565
+7841.262207;15163;0;-0.000130;-5.689835;-0.016947;-0.009114;-0.019599;+0.001283;-0.018316;+3.627333
+7841.272461;15163;257;+0.000000;-5.790830;+0.000000;-0.009114;-0.019137;+0.001233;-0.017905;+3.112721
+7841.282227;15163;513;+0.000000;-5.880028;+0.016872;-0.009114;-0.018643;+0.001183;-0.017460;+2.591727
+7841.291992;15420;514;+0.000000;-5.957196;+0.016374;-0.009114;-0.018072;+0.001133;-0.016939;+2.032244
+7841.302246;15163;257;-0.000130;-6.027744;+0.000000;-0.009115;-0.017435;+0.001082;-0.016353;+1.433797
+7841.312500;15163;257;-0.000130;-6.095767;+0.000000;-0.009117;-0.016771;+0.001031;-0.015740;+0.821386
+7841.322754;15163;257;-0.000130;-6.163045;+0.000000;-0.009118;-0.016100;+0.000980;-0.015120;+0.206653
+7841.332520;15163;257;-0.000130;-6.229261;+0.000000;-0.009119;-0.015425;+0.000930;-0.014495;-0.408776
+7841.342773;15163;0;-0.000130;-6.290380;-0.016947;-0.009121;-0.014765;+0.000881;-0.013885;-1.003270
+7841.352539;15163;0;-0.000130;-6.340157;-0.016947;-0.009122;-0.014154;+0.000832;-0.013322;-1.539289
+7841.362305;15163;0;-0.000130;-6.376943;-0.016947;-0.009123;-0.013605;+0.000785;-0.012820;-2.002715
+7841.373047;14906;514;-0.000130;-6.405357;+0.017522;-0.009124;-0.013083;+0.000738;-0.012345;-2.430537
+7841.382812;14906;514;-0.000130;-6.430923;+0.017522;-0.009126;-0.012522;+0.000693;-0.011829;-2.884693
+7841.393066;15163;257;-0.000130;-6.457052;+0.000000;-0.009127;-0.011912;+0.000649;-0.011263;-3.379941
+7841.402832;15163;257;-0.000130;-6.484929;+0.000000;-0.009128;-0.011292;+0.000606;-0.010686;-3.887305
+7841.412598;15163;257;-0.000130;-6.510804;+0.000000;-0.009130;-0.010682;+0.000565;-0.010118;-4.384102
+7841.423340;15163;514;-0.000130;-6.527678;+0.016938;-0.009131;-0.010068;+0.000525;-0.009544;-4.868458
+7841.433105;15163;514;-0.000130;-6.534659;+0.016938;-0.009132;-0.009420;+0.000486;-0.008934;-5.361735
+7841.443359;15163;0;-0.000130;-6.537529;-0.016947;-0.009134;-0.008760;+0.000449;-0.008311;-5.858131
+7841.453125;15163;0;-0.000130;-6.539229;-0.016947;-0.009135;-0.008154;+0.000413;-0.007741;-6.310069
+7841.463379;15163;514;-0.000130;-6.535713;+0.016938;-0.009136;-0.007602;+0.000379;-0.007223;-6.711753
+7841.473633;15163;0;-0.000130;-6.524053;-0.016947;-0.009138;-0.007067;+0.000346;-0.006721;-7.084702
+7841.483398;15163;0;-0.000130;-6.507565;-0.016947;-0.009139;-0.006584;+0.000315;-0.006269;-7.409670
+7841.493652;15163;257;-0.000130;-6.486376;+0.000000;-0.009140;-0.006164;+0.000285;-0.005879;-7.676256
+7841.503418;15163;257;-0.000130;-6.459047;+0.000000;-0.009141;-0.005773;+0.000257;-0.005516;-7.909979
+7841.513672;15163;514;-0.000130;-6.426016;+0.016938;-0.009143;-0.005377;+0.000230;-0.005147;-8.137584
+7841.523926;15163;514;-0.000130;-6.387048;+0.016938;-0.009144;-0.004947;+0.000204;-0.004743;-8.382315
+7841.533691;15163;0;-0.033669;-6.342967;-0.016947;-0.009481;-0.004503;+0.000020;-0.004483;-8.294135
+7841.543945;15420;257;-0.033669;-6.291487;-0.000282;-0.009817;-0.004095;-0.000309;-0.004405;-7.563492
+7841.553711;15420;257;-0.033669;-6.232780;-0.000282;-0.010154;-0.003724;-0.000609;-0.004333;-6.486285
+7841.563965;15163;257;-0.033669;-6.169324;+0.000000;-0.010491;-0.003371;-0.000882;-0.004253;-5.426149
+7841.574219;15163;257;-0.033669;-6.097289;+0.000000;-0.010827;-0.003035;-0.001128;-0.004163;-4.544698
+7841.584473;15163;-1;-0.033669;-6.017605;-0.017013;-0.011164;-0.002733;-0.001348;-0.004081;-3.881404
+7841.594238;15163;257;-0.033669;-5.938799;+0.000000;-0.011501;-0.002478;-0.001545;-0.004023;-3.423000
+7841.604004;15163;257;-0.033669;-5.863020;+0.000000;-0.011838;-0.002252;-0.001719;-0.003971;-3.139578
+7841.614258;15163;257;-0.033669;-5.786024;+0.000000;-0.012174;-0.002036;-0.001872;-0.003908;-2.981029
+7841.624023;15163;257;-0.033669;-5.704253;+0.000000;-0.012511;-0.001831;-0.002005;-0.003836;-2.891126
+7841.634766;15163;-1;-0.033669;-5.617270;-0.017013;-0.012848;-0.001652;-0.002119;-0.003771;-2.818788
+7841.644531;15163;-1;-0.033669;-5.526587;-0.017013;-0.013184;-0.001531;-0.002216;-0.003746;-2.717607
+7841.654297;15163;-1;-0.033669;-5.433241;-0.017013;-0.013521;-0.001478;-0.002295;-0.003774;-2.565690
+7841.664551;15163;-258;-0.033669;-5.339491;-0.033961;-0.013858;-0.001505;-0.002360;-0.003864;-2.352248
+7841.674316;15163;-258;-0.033669;-5.248204;-0.033961;-0.014194;-0.001635;-0.002410;-0.004045;-2.060924
+7841.685059;15420;-1;-0.033669;-5.160848;-0.017012;-0.014531;-0.001861;-0.002446;-0.004308;-1.702588
+7841.694824;15420;-1;-0.033669;-5.079482;-0.017012;-0.014868;-0.002141;-0.002471;-0.004612;-1.315175
+7841.705078;15163;-258;-0.000130;-5.006203;-0.033961;-0.014869;-0.002469;-0.002323;-0.004792;-1.244403
+7841.714844;15163;-258;-0.000130;-4.941258;-0.033961;-0.014870;-0.002872;-0.002019;-0.004891;-1.736159
+7841.724609;15163;-258;-0.000130;-4.885207;-0.033961;-0.014872;-0.003359;-0.001733;-0.005092;-2.491292
+7841.735352;15163;-1;-0.000130;-4.836876;-0.017013;-0.014873;-0.003903;-0.001465;-0.005368;-3.182475
+7841.745117;15163;-1;-0.000130;-4.788269;-0.017013;-0.014874;-0.004467;-0.001214;-0.005681;-3.656809
+7841.755371;15163;-258;-0.033669;-4.732416;-0.033961;-0.015211;-0.005046;-0.001140;-0.006186;-3.518230
+7841.765137;15163;-258;-0.033669;-4.673006;-0.033961;-0.015548;-0.005669;-0.001229;-0.006898;-2.503916
+7841.774902;15163;-1;-0.033669;-4.617574;-0.017013;-0.015884;-0.006330;-0.001305;-0.007636;-0.976103
+7841.785645;15163;-515;-0.000130;-4.568584;-0.050898;-0.015886;-0.007024;-0.001210;-0.008233;+0.320342
+7841.795410;15163;-515;-0.000130;-4.521585;-0.050898;-0.015887;-0.007792;-0.000957;-0.008749;+0.945288
+7841.805664;15163;-258;-0.000130;-4.472175;-0.033961;-0.015888;-0.008641;-0.000723;-0.009364;+1.120055
+7841.815430;15163;-258;-0.000130;-4.423972;-0.033961;-0.015890;-0.009530;-0.000506;-0.010036;+1.143039
+7841.825195;15163;-258;-0.000130;-4.380454;-0.033961;-0.015891;-0.010436;-0.000305;-0.010741;+1.192925
+7841.835449;15163;-258;-0.000130;-4.337778;-0.033961;-0.015892;-0.011353;-0.000120;-0.011473;+1.372586
+7841.845703;15163;-258;-0.000130;-4.294508;-0.033961;-0.015893;-0.012278;+0.000049;-0.012229;+1.711051
+7841.855957;15163;-258;-0.000130;-4.254927;-0.033961;-0.015895;-0.013206;+0.000204;-0.013002;+2.186642
+7841.865723;15163;-258;-0.000130;-4.218550;-0.033961;-0.015896;-0.014134;+0.000345;-0.013788;+2.768748
+7841.875977;15163;-258;-0.000130;-4.182050;-0.033961;-0.015897;-0.015057;+0.000473;-0.014584;+3.428295
+7841.885742;15163;-258;-0.000130;-4.148175;-0.033961;-0.015899;-0.015974;+0.000588;-0.015386;+4.128567
+7841.895996;15163;-258;-0.000130;-4.117336;-0.033961;-0.015900;-0.016880;+0.000691;-0.016189;+4.844456
+7841.906250;15163;-1;-0.000130;-4.086425;-0.017013;-0.015901;-0.017758;+0.000783;-0.016976;+5.552458
+7841.916016;15163;-1;-0.000130;-4.059250;-0.017013;-0.015903;-0.018575;+0.000864;-0.017711;+6.210824
+7841.926270;15163;-258;-0.000130;-4.036355;-0.033961;-0.015904;-0.019332;+0.000935;-0.018398;+6.816155
+7841.936035;15163;-258;-0.000130;-4.013192;-0.033961;-0.015905;-0.020064;+0.000996;-0.019069;+7.402863
+7841.946777;15163;-258;-0.000130;-3.993669;-0.033961;-0.015907;-0.020787;+0.001048;-0.019739;+7.976042
+7841.956543;15163;-258;-0.000130;-3.983239;-0.033961;-0.015908;-0.021497;+0.001092;-0.020405;+8.524900
+7841.966309;15163;-258;-0.000130;-3.978199;-0.033961;-0.015909;-0.022195;+0.001128;-0.021067;+9.056261
+7841.976562;15163;-258;-0.000130;-3.973065;-0.033961;-0.015910;-0.022877;+0.001157;-0.021721;+9.580240
+7841.986328;15163;-258;-0.000130;-3.970488;-0.033961;-0.015912;-0.023544;+0.001179;-0.022365;+10.091298
+7841.997070;15163;-515;-0.000130;-3.976301;-0.050898;-0.015913;-0.024209;+0.001194;-0.023015;+10.590246
+7842.006836;15163;-515;-0.000130;-3.993316;-0.050898;-0.015914;-0.024902;+0.001204;-0.023698;+11.094976
+7842.016602;15163;-258;+0.000000;-4.021814;-0.033961;-0.015914;-0.025619;+0.001209;-0.024410;+11.599454
+7842.026855;15163;-515;+0.000000;-4.060191;-0.050898;-0.015914;-0.026338;+0.001210;-0.025128;+12.089073
+7842.036621;15163;-515;+0.000000;-4.106078;-0.050898;-0.015914;-0.027073;+0.001206;-0.025867;+12.579368
+7842.047363;15163;-258;+0.000000;-4.156300;-0.033961;-0.015914;-0.027819;+0.001197;-0.026622;+13.074087
+7842.057129;15163;-258;+0.000000;-4.212796;-0.033961;-0.015914;-0.028541;+0.001185;-0.027356;+13.541654
+7842.066895;15420;-515;+0.000000;-4.282029;-0.050333;-0.015914;-0.029238;+0.001170;-0.028068;+13.968693
+7842.077148;15420;-515;+0.000000;-4.361395;-0.050333;-0.015914;-0.029939;+0.001151;-0.028788;+14.383739
+7842.086914;15163;-515;+0.000000;-4.447310;-0.050898;-0.015914;-0.030659;+0.001130;-0.029529;+14.803307
+7842.097168;15163;-258;+0.000000;-4.541462;-0.033961;-0.015914;-0.031377;+0.001106;-0.030271;+15.208613
+7842.107422;15163;-258;+0.000000;-4.643180;-0.033961;-0.015914;-0.032060;+0.001080;-0.030980;+15.573701
+7842.117676;15420;-258;+0.000000;-4.755624;-0.033677;-0.015914;-0.032692;+0.001052;-0.031639;+15.879728
+7842.127441;15420;-258;+0.000000;-4.879886;-0.033677;-0.015914;-0.033274;+0.001023;-0.032251;+16.125439
+7842.137207;15163;-515;+0.000000;-5.008873;-0.050898;-0.015914;-0.033824;+0.000992;-0.032832;+16.338259
+7842.147461;15163;-515;+0.000000;-5.138335;-0.050898;-0.015914;-0.034376;+0.000960;-0.033416;+16.552151
+7842.157715;15163;-258;+0.000000;-5.269691;-0.033961;-0.015914;-0.034928;+0.000927;-0.034000;+16.762711
+7842.167969;15163;-258;+0.033538;-5.406236;-0.033961;-0.015579;-0.035444;+0.001054;-0.034390;+16.601357
+7842.177734;15163;-258;+0.033538;-5.553457;-0.033961;-0.015244;-0.035912;+0.001327;-0.034585;+15.780788
+7842.187500;15163;-258;+0.033538;-5.714501;-0.033961;-0.014908;-0.036332;+0.001571;-0.034761;+14.591558
+7842.197754;15163;-258;+0.033538;-5.883669;-0.033961;-0.014573;-0.036707;+0.001789;-0.034919;+13.391335
+7842.208008;15163;-1;+0.033538;-6.056049;-0.017013;-0.014237;-0.037025;+0.001981;-0.035044;+12.346931
+7842.218262;15163;0;+0.033538;-6.231312;-0.016947;-0.013902;-0.037255;+0.002150;-0.035106;+11.486585
+7842.228027;15163;0;+0.033538;-6.407406;-0.016947;-0.013567;-0.037390;+0.002296;-0.035094;+10.788404
+7842.238281;15163;0;+0.033538;-6.586582;-0.016947;-0.013231;-0.037436;+0.002421;-0.035015;+10.204984
+7842.248047;15163;0;+0.033538;-6.768479;-0.016947;-0.012896;-0.037400;+0.002526;-0.034874;+9.686843
+7842.258301;15420;-1;+0.033538;-6.946986;-0.017012;-0.012561;-0.037290;+0.002613;-0.034678;+9.201599
+7842.268555;15420;-1;+0.033538;-7.122582;-0.017012;-0.012225;-0.037113;+0.002682;-0.034431;+8.715996
+7842.278320;15163;-1;+0.033538;-7.298154;-0.017013;-0.011890;-0.036876;+0.002736;-0.034140;+8.204360
+7842.288574;15163;-1;+0.033538;-7.472983;-0.017013;-0.011554;-0.036583;+0.002774;-0.033809;+7.658161
+7842.298340;15163;-1;+0.033538;-7.643996;-0.017013;-0.011219;-0.036241;+0.002799;-0.033442;+7.080838
+7842.308594;15420;0;+0.033538;-7.807396;-0.016947;-0.010884;-0.035856;+0.002811;-0.033045;+6.481861
+7842.318848;15420;0;+0.033538;-7.961297;-0.016947;-0.010548;-0.035432;+0.002812;-0.032620;+5.869497
+7842.328613;15163;0;+0.033538;-8.105606;-0.016947;-0.010213;-0.034975;+0.002802;-0.032173;+5.249518
+7842.338867;15163;257;+0.033538;-8.240745;+0.000000;-0.009877;-0.034472;+0.002782;-0.031690;+4.614052
+7842.348633;15163;257;+0.033538;-8.368079;+0.000000;-0.009542;-0.033897;+0.002753;-0.031144;+3.941316
+7842.358398;15163;257;+0.033538;-8.489245;+0.000000;-0.009207;-0.033244;+0.002717;-0.030527;+3.223019
+7842.369141;15163;257;+0.033538;-8.604126;+0.000000;-0.008871;-0.032521;+0.002673;-0.029848;+2.466994
+7842.378906;15163;257;+0.033538;-8.711486;+0.000000;-0.008536;-0.031736;+0.002623;-0.029113;+1.682347
+7842.389160;15163;257;+0.033538;-8.810065;+0.000000;-0.008201;-0.030898;+0.002567;-0.028331;+0.877535
+7842.398926;15163;257;+0.033538;-8.898091;+0.000000;-0.007865;-0.030014;+0.002506;-0.027508;+0.061433
+7842.409180;15163;257;+0.033538;-8.974152;+0.000000;-0.007530;-0.029093;+0.002441;-0.026652;-0.758212
+7842.419434;15163;257;+0.033538;-9.037734;+0.000000;-0.007194;-0.028140;+0.002372;-0.025767;-1.575740
+7842.429199;15163;257;+0.000000;-9.088804;+0.000000;-0.007194;-0.027161;+0.002140;-0.025021;-2.051332
+7842.439453;15163;257;+0.000000;-9.128929;+0.000000;-0.007194;-0.026163;+0.001759;-0.024404;-1.918967
+7842.449219;15163;257;+0.000000;-9.161688;+0.000000;-0.007194;-0.025152;+0.001404;-0.023748;-1.476369
+7842.459473;15163;1028;+0.000000;-9.189737;+0.050746;-0.007194;-0.024083;+0.001073;-0.023009;-1.107834
+7842.469727;15163;1028;+0.000000;-9.214192;+0.050746;-0.007194;-0.022870;+0.000767;-0.022103;-1.052631
+7842.479492;15420;-1;+0.000000;-9.237946;-0.017012;-0.007194;-0.021547;+0.000484;-0.021063;-1.340705
+7842.489746;15420;-1;+0.000000;-9.263879;-0.017012;-0.007194;-0.020255;+0.000223;-0.020032;-1.847577
+7842.499512;15420;514;+0.000000;-9.291097;+0.016374;-0.007194;-0.019029;-0.000017;-0.019045;-2.495485
+7842.509766;15420;514;+0.000000;-9.317126;+0.016374;-0.007194;-0.017805;-0.000236;-0.018041;-3.274510
+7842.520020;15163;514;+0.000000;-9.339777;+0.016938;-0.007194;-0.016555;-0.000436;-0.016991;-4.152931
+7842.530273;15163;257;+0.000000;-9.356939;+0.000000;-0.007194;-0.015302;-0.000617;-0.015918;-5.072085
+7842.540039;15163;257;+0.000000;-9.368244;+0.000000;-0.007194;-0.014081;-0.000780;-0.014861;-5.977497
+7842.549805;15163;771;+0.000000;-9.373962;+0.033857;-0.007194;-0.012879;-0.000927;-0.013806;-6.866356
+7842.560059;15163;771;+0.000000;-9.372179;+0.033857;-0.007194;-0.011635;-0.001057;-0.012692;-7.776280
+7842.570312;15163;514;-0.000130;-9.358800;+0.016938;-0.007196;-0.010340;-0.001173;-0.011514;-8.702429
+7842.580566;15163;514;-0.000130;-9.331187;+0.016938;-0.007197;-0.009037;-0.001276;-0.010313;-9.607256
+7842.590332;15163;514;-0.000130;-9.292730;+0.016938;-0.007198;-0.007746;-0.001364;-0.009111;-10.483225
+7842.600098;15163;514;-0.000130;-9.250199;+0.016938;-0.007200;-0.006472;-0.001441;-0.007913;-11.343554
+7842.610352;15163;514;-0.000130;-9.204590;+0.016938;-0.007201;-0.005218;-0.001505;-0.006723;-12.189713
+7842.620117;15163;771;-0.000130;-9.152505;+0.033857;-0.007202;-0.003971;-0.001558;-0.005529;-13.026607
+7842.630859;15163;771;-0.000130;-9.095217;+0.033857;-0.007204;-0.002703;-0.001601;-0.004303;-13.878912
+7842.640625;15163;771;-0.000130;-9.033772;+0.033857;-0.007205;-0.001404;-0.001634;-0.003038;-14.755808
+7842.650879;15163;771;-0.033538;-8.963509;+0.033857;-0.007540;-0.000083;-0.001818;-0.001901;-15.307915
+7842.660645;15163;771;-0.033669;-8.882863;+0.033857;-0.007877;+0.001254;-0.002139;-0.000885;-15.260880
+7842.670410;15163;1028;-0.033669;-8.794733;+0.050746;-0.008214;+0.002617;-0.002426;+0.000190;-14.919552
+7842.681152;15163;1028;-0.033669;-8.697525;+0.050746;-0.008550;+0.004029;-0.002680;+0.001349;-14.644390
+7842.690918;15163;771;-0.033669;-8.587616;+0.033857;-0.008887;+0.005482;-0.002902;+0.002581;-14.589332
+7842.701172;15163;771;-0.033669;-8.465108;+0.033857;-0.009224;+0.006935;-0.003093;+0.003841;-14.772319
+7842.710938;15163;514;-0.033669;-8.332766;+0.016938;-0.009560;+0.008349;-0.003257;+0.005092;-15.150842
+7842.720703;15163;1028;-0.033669;-8.194117;+0.050746;-0.009897;+0.009724;-0.003395;+0.006329;-15.680544
+7842.731445;15163;1028;-0.033669;-8.047093;+0.050746;-0.010234;+0.011105;-0.003508;+0.007597;-16.337519
+7842.741211;15163;771;-0.067207;-7.888312;+0.033857;-0.010906;+0.012503;-0.003759;+0.008744;-16.738106
+7842.751465;15163;771;-0.067207;-7.718920;+0.033857;-0.011578;+0.013878;-0.004135;+0.009743;-16.551147
+7842.761230;15163;771;-0.067207;-7.541599;+0.033857;-0.012250;+0.015211;-0.004463;+0.010749;-16.035755
+7842.770996;15420;771;-0.067207;-7.360870;+0.033011;-0.012922;+0.016501;-0.004746;+0.011755;-15.528763
+7842.781738;15420;771;-0.100745;-7.175583;+0.033011;-0.013929;+0.017745;-0.005148;+0.012597;-14.851544
+7842.791504;15420;257;-0.100745;-6.981581;-0.000282;-0.014937;+0.018909;-0.005656;+0.013252;-13.753084
+7842.801758;15420;257;-0.100745;-6.779320;-0.000282;-0.015944;+0.019933;-0.006100;+0.013832;-12.463714
+7842.811523;15163;514;-0.100745;-6.571359;+0.016938;-0.016952;+0.020810;-0.006484;+0.014326;-11.280272
+7842.821777;15163;514;-0.100745;-6.362974;+0.016938;-0.017959;+0.021581;-0.006810;+0.014772;-10.359770
+7842.831543;14906;257;-0.100745;-6.158239;+0.000293;-0.018967;+0.022254;-0.007082;+0.015171;-9.716938
+7842.841797;15163;257;-0.100745;-5.954008;+0.000000;-0.019974;+0.022802;-0.007305;+0.015497;-9.270411
+7842.852051;15163;257;-0.100745;-5.748306;+0.000000;-0.020982;+0.023217;-0.007481;+0.015736;-8.936306
+7842.861816;14906;257;-0.100745;-5.543159;+0.000293;-0.021989;+0.023510;-0.007614;+0.015896;-8.655342
+7842.872070;14906;257;-0.100745;-5.339502;+0.000293;-0.022997;+0.023690;-0.007707;+0.015983;-8.380154
+7842.881836;15163;514;-0.134283;-5.139248;+0.016938;-0.024339;+0.023782;-0.007924;+0.015859;-7.758299
+7842.892578;15163;-258;-0.134283;-4.942484;-0.033961;-0.025682;+0.023777;-0.008252;+0.015525;-6.492342
+7842.902344;15420;-258;-0.134283;-4.751752;-0.033677;-0.027025;+0.023602;-0.008522;+0.015081;-4.811749
+7842.912109;15163;-1;-0.134283;-4.570008;-0.017013;-0.028368;+0.023242;-0.008736;+0.014506;-3.048346
+7842.922363;15163;-1;-0.134283;-4.392409;-0.017013;-0.029711;+0.022744;-0.008899;+0.013845;-1.398734
+7842.932129;15420;-772;-0.134283;-4.217583;-0.066970;-0.031054;+0.022091;-0.009015;+0.013077;+0.102709
+7842.942871;15420;-772;-0.134283;-4.053682;-0.066970;-0.032396;+0.021205;-0.009086;+0.012119;+1.518820
+7842.952637;15163;-772;-0.100745;-3.905920;-0.067817;-0.033404;+0.020060;-0.008957;+0.011103;+2.571436
+7842.962402;15163;-515;-0.100745;-3.770571;-0.050898;-0.034411;+0.018698;-0.008645;+0.010053;+3.025804
+7842.972656;15163;-515;-0.100745;-3.641584;-0.050898;-0.035419;+0.017172;-0.008327;+0.008845;+3.194505
