time;ay;az;wx;wm;theta_a;theta_g;theta_af;theta_gf;theta;I
+7848.144531;14135;2827;+0.067076;-3.982010;+0.180448;+0.034041;+0.059328;-0.005721;+0.053607;-75.179901
+7848.155273;15934;1799;+0.000000;-2.705714;+0.095480;+0.034041;+0.066315;-0.007282;+0.059033;-74.413017
+7848.165039;15934;1799;+0.000000;-1.533024;+0.095480;+0.034041;+0.072899;-0.009004;+0.063895;-71.069328
+7848.175293;16448;2056;+0.067076;-0.445107;+0.107408;+0.034711;+0.079020;-0.010224;+0.068796;-67.635323
+7848.185059;16448;2056;+0.067076;+0.579266;+0.107408;+0.035382;+0.084716;-0.010982;+0.073735;-65.979248
+7848.194824;14906;2570;+0.134153;+1.561043;+0.153788;+0.036724;+0.090058;-0.011312;+0.078746;-66.749634
+7848.205078;14906;2570;+0.134153;+2.523991;+0.153788;+0.038065;+0.095143;-0.011251;+0.083891;-69.873260
+7848.215332;16191;1285;+0.134153;+3.486829;+0.062252;+0.039407;+0.099930;-0.011153;+0.088777;-74.153496
+7848.225586;14392;2313;+0.100615;+4.463551;+0.142404;+0.040413;+0.104330;-0.011182;+0.093149;-78.069824
+7848.235352;14392;2313;+0.100615;+5.468742;+0.142404;+0.041419;+0.108425;-0.011326;+0.097099;-80.800400
+7848.245117;12850;1542;+0.000000;+6.513313;+0.102482;+0.041419;+0.112262;-0.011896;+0.100366;-81.410179
+7848.255371;12850;1542;+0.000000;+7.605452;+0.102482;+0.041419;+0.115773;-0.012854;+0.102919;-79.357552
+7848.265625;17990;771;-0.000130;+8.751730;+0.025884;+0.041418;+0.118864;-0.013683;+0.105181;-75.695488
+7848.275879;15934;-1286;+0.033277;+9.953611;-0.097481;+0.041750;+0.121297;-0.014231;+0.107066;-71.782364
+7848.285645;15934;-1286;+0.000000;+11.208188;-0.097481;+0.041750;+0.122813;-0.014677;+0.108136;-67.965103
+7848.295898;13364;3341;+0.100615;+12.509741;+0.228032;+0.042757;+0.123676;-0.014708;+0.108967;-65.115318
+7848.305664;13364;3341;+0.100615;+13.847693;+0.228032;+0.043763;+0.124552;-0.014200;+0.110352;-64.483223
+7848.315918;15934;1799;+0.100615;+15.206044;+0.095480;+0.044769;+0.125619;-0.013682;+0.111938;-65.375931
+7848.326172;15934;1799;+0.100615;+16.566895;+0.095480;+0.045775;+0.126607;-0.013155;+0.113452;-66.512062
+7848.335938;15677;2570;+0.033538;+17.914337;+0.145542;+0.046110;+0.127441;-0.012945;+0.114496;-66.586800
+7848.346191;16448;2827;+0.000000;+19.237116;+0.153265;+0.046110;+0.128232;-0.013185;+0.115047;-64.594650
+7848.355957;16448;2827;+0.000000;+20.529161;+0.153265;+0.046110;+0.129043;-0.013515;+0.115528;-60.892921
+7848.366211;15420;514;-0.000130;+21.787477;+0.016374;+0.046109;+0.129748;-0.013767;+0.115981;-56.458210
+7848.376465;15420;514;-0.000130;+23.008751;+0.016374;+0.046108;+0.130094;-0.013945;+0.116148;-51.908024
+7848.386230;16191;-1;+0.000000;+24.186691;-0.017009;+0.046108;+0.129949;-0.014056;+0.115893;-47.548149
+7848.396484;19018;514;+0.000000;+25.313728;+0.010073;+0.046108;+0.129319;-0.014103;+0.115216;-43.515644
+7848.406250;19018;514;+0.033538;+26.383259;+0.010073;+0.046443;+0.128266;-0.013933;+0.114334;-40.163986
+7848.416992;14135;1799;+0.033538;+27.388954;+0.109645;+0.046779;+0.126951;-0.013564;+0.113387;-37.777973
+7848.426758;14135;1799;+0.033538;+28.325531;+0.109645;+0.047114;+0.125588;-0.013175;+0.112413;-36.108944
+7848.436523;16448;2056;+0.000000;+29.190823;+0.107408;+0.047114;+0.124278;-0.012930;+0.111349;-34.442032
+7848.446777;16448;2056;+0.000000;+29.987787;+0.107408;+0.047114;+0.123019;-0.012817;+0.110202;-32.245358
+7848.456543;17476;5140;+0.000000;+30.723049;+0.269104;+0.047114;+0.121960;-0.012666;+0.109294;-29.809658
+7848.466797;16705;3855;-0.000130;+31.400826;+0.209852;+0.047113;+0.121338;-0.012480;+0.108858;-27.639441
+7848.477051;16705;3855;-0.000130;+32.025806;+0.209852;+0.047111;+0.121159;-0.012263;+0.108896;-25.929729
+7848.486816;13878;3598;+0.000000;+32.615181;+0.236727;+0.047111;+0.121356;-0.012018;+0.109338;-24.697777
+7848.497070;13878;3598;+0.000000;+33.175186;+0.236727;+0.047111;+0.121946;-0.011748;+0.110198;-23.980780
+7848.506836;13364;4626;+0.000000;+33.676422;+0.316297;+0.047111;+0.122995;-0.011456;+0.111539;-23.877581
+7848.517090;13364;3341;+0.000000;+34.087173;+0.228032;+0.047111;+0.124526;-0.011146;+0.113380;-24.439459
+7848.527344;12593;3341;+0.000000;+34.393024;+0.242385;+0.047111;+0.126415;-0.010820;+0.115594;-25.563112
+7848.537598;14906;2056;-0.033669;+34.586792;+0.120119;+0.046775;+0.128452;-0.010642;+0.117809;-26.731419
+7848.547363;14906;2056;-0.033669;+34.669453;+0.120119;+0.046438;+0.130400;-0.010600;+0.119799;-27.466564
+7848.557129;15420;2056;-0.100745;+34.647617;+0.115604;+0.045431;+0.132139;-0.010843;+0.121296;-27.271275
+7848.567383;15420;2056;-0.100745;+34.533081;+0.115604;+0.044423;+0.133672;-0.011344;+0.122328;-25.932001
+7848.577637;14906;3598;-0.033669;+34.348511;+0.219902;+0.044086;+0.135105;-0.011440;+0.123666;-24.913105
+7848.587891;13364;7710;+0.000000;+34.122375;+0.506331;+0.044086;+0.136909;-0.011002;+0.125907;-26.135571
+7848.597656;13364;7710;+0.000000;+33.879322;+0.506331;+0.044086;+0.139684;-0.010398;+0.129285;-30.020285
+7848.607422;13878;9766;-0.000130;+33.632603;+0.596260;+0.044085;+0.143692;-0.009808;+0.133884;-35.812263
+7848.617676;13878;9766;-0.000130;+33.376850;+0.596260;+0.044084;+0.148984;-0.009231;+0.139753;-42.784927
+7848.627930;15677;8738;-0.201360;+32.795658;+0.491542;+0.042070;+0.155417;-0.009631;+0.145786;-48.999199
+7848.638184;15677;8738;-0.201360;+31.368227;+0.491542;+0.040057;+0.162670;-0.010923;+0.151748;-53.441650
+7848.647949;18504;-1800;-0.402589;+29.106739;-0.113918;+0.036031;+0.169978;-0.013026;+0.156952;-55.233032
+7848.657715;16705;12336;-0.033669;+26.476776;+0.619128;+0.035694;+0.176856;-0.014099;+0.162757;-57.348904
+7848.667969;16705;12336;-0.033669;+23.892244;+0.619128;+0.035357;+0.184128;-0.013264;+0.170864;-65.440765
+7848.678223;17733;12593;+0.167691;+21.619829;+0.600555;+0.037034;+0.192406;-0.011486;+0.180920;-80.719986
+7848.688477;17733;12593;+0.167691;+19.789583;+0.600555;+0.038711;+0.201540;-0.008853;+0.192687;-101.590508
+7848.698242;16191;2313;-0.100745;+18.394073;+0.124950;+0.037704;+0.210955;-0.007694;+0.203261;-121.366760
+7848.708496;9509;-6683;-0.334599;+17.306923;-0.629555;+0.034358;+0.218982;-0.009007;+0.209975;-131.480621
+7848.718262;9509;-6683;-0.335513;+16.173655;-0.629555;+0.031003;+0.223835;-0.011297;+0.212538;-130.314697
+7848.728027;7710;4369;-0.268436;+14.654899;+0.498602;+0.028318;+0.226117;-0.013034;+0.213084;-124.152802
+7848.738770;7710;4369;-0.268436;+12.959240;+0.498602;+0.025634;+0.228170;-0.014252;+0.213917;-119.006325
+7848.748535;13621;20817;-0.201360;+11.512547;+0.974442;+0.023620;+0.231518;-0.014993;+0.216525;-117.453621
+7848.758789;13621;20817;-0.201360;+10.526257;+0.974442;+0.021607;+0.236938;-0.015293;+0.221645;-120.304413
+7848.768555;25443;-3599;-0.301974;+9.963340;-0.157468;+0.018587;+0.243614;-0.015991;+0.227623;-125.007782
+7848.778320;14649;-5141;-0.100745;+9.464110;-0.354464;+0.017579;+0.249091;-0.016088;+0.233002;-130.298599
+7848.789062;14649;-5141;-0.100745;+8.644690;-0.354464;+0.016572;+0.252009;-0.015154;+0.236854;-137.446350
+7848.798828;11308;-7711;+0.033538;+7.460591;-0.615426;+0.016907;+0.252142;-0.013600;+0.238542;-146.441376
+7848.809082;11308;-7711;+0.033538;+6.079542;-0.615426;+0.017243;+0.249234;-0.011484;+0.237750;-155.993713
+7848.818848;8481;7453;+0.000000;+4.697945;+0.704024;+0.017243;+0.244553;-0.009665;+0.234888;-164.265961
+7848.829102;17990;-2057;+0.000000;+3.518616;-0.130794;+0.017243;+0.239972;-0.008125;+0.231847;-170.361206
+7848.839355;17990;-2057;-0.134283;+2.696202;-0.130794;+0.015900;+0.235168;-0.007327;+0.227841;-172.035248
+7848.849121;22616;0;-0.167822;+2.195977;-0.016947;+0.014222;+0.229498;-0.007372;+0.222126;-167.798035
+7848.859375;22616;0;-0.167822;+1.803236;-0.016947;+0.012543;+0.223272;-0.007545;+0.215726;-159.712112
+7848.869141;15420;3855;-0.167822;+1.452880;+0.228032;+0.010865;+0.216899;-0.007676;+0.209223;-150.381439
+7848.879395;15420;3855;-0.167822;+1.177249;+0.228032;+0.009187;+0.210878;-0.007766;+0.203112;-141.545975
+7848.889648;17733;-1029;-0.033669;+0.890667;-0.074910;+0.008850;+0.205148;-0.007178;+0.197971;-135.304291
+7848.899414;13107;-258;+0.067076;+0.583707;-0.036629;+0.009521;+0.199170;-0.005489;+0.193681;-133.463364
+7848.909668;13107;-258;+0.067076;+0.353095;-0.036629;+0.010192;+0.192773;-0.003441;+0.189332;-135.194427
+7848.919434;13107;514;+0.067076;+0.231741;+0.022248;+0.010863;+0.186109;-0.001554;+0.184555;-138.046326
+7848.929688;13107;514;+0.067076;+0.183134;+0.022248;+0.011533;+0.179337;+0.000178;+0.179516;-140.247330
+7848.939941;13107;1542;+0.067076;+0.161897;+0.100162;+0.012204;+0.172621;+0.001763;+0.174384;-141.088852
+7848.950195;13107;1285;+0.067076;+0.142734;+0.080780;+0.012875;+0.166111;+0.003206;+0.169317;-140.498276
+7848.959961;14135;1285;+0.033538;+0.120667;+0.073713;+0.013210;+0.159843;+0.004354;+0.164197;-138.326080
+7848.969727;17219;-772;+0.000000;+0.097234;-0.061751;+0.013210;+0.153662;+0.005067;+0.158728;-134.159882
+7848.979980;17219;-772;+0.000000;+0.074500;-0.061751;+0.013210;+0.147320;+0.005540;+0.152860;-128.173615
+7848.989746;17733;-1543;+0.033538;+0.053970;-0.103741;+0.013546;+0.140688;+0.006112;+0.146800;-121.533562
+7849.000488;17733;-1543;+0.033538;+0.036483;-0.103741;+0.013881;+0.133737;+0.006773;+0.140509;-115.214508
+7849.010254;16191;-2057;+0.100615;+0.022340;-0.143316;+0.014887;+0.126442;+0.007673;+0.134115;-109.937065
+7849.020020;16448;1542;+0.134153;+0.011468;+0.076530;+0.016229;+0.118993;+0.008949;+0.127942;-106.485184
+7849.030273;16448;1542;+0.134153;+0.003562;+0.076530;+0.017570;+0.111810;+0.010242;+0.122052;-104.666412
+7849.040039;14135;2313;+0.100615;-0.001809;+0.145252;+0.018576;+0.105169;+0.011227;+0.116396;-103.233223
+7849.050781;14135;2313;+0.100615;-0.005122;+0.145252;+0.019583;+0.099179;+0.011926;+0.111104;-101.231903
+7849.060547;15420;1028;+0.067076;-0.006850;+0.049621;+0.020253;+0.093781;+0.012359;+0.106140;-98.258430
+7849.070801;15420;1028;+0.067076;-0.007419;+0.049621;+0.020924;+0.088766;+0.012549;+0.101315;-94.195145
+7849.080566;14906;-1;+0.067076;-0.007199;-0.017014;+0.021595;+0.083967;+0.012675;+0.096641;-89.491135
+7849.090332;13621;1542;+0.134153;-0.006487;+0.095780;+0.022936;+0.079363;+0.013063;+0.092426;-85.368790
+7849.101074;13621;1542;+0.134153;-0.005515;+0.095780;+0.024278;+0.075106;+0.013690;+0.088796;-82.796524
+7849.110840;15420;4883;+0.167691;-0.004453;+0.289729;+0.025955;+0.071473;+0.014372;+0.085845;-81.877861
+7849.121094;15420;4883;+0.167691;-0.003417;+0.289729;+0.027632;+0.068789;+0.015103;+0.083891;-82.471199
+7849.130859;15677;-258;+0.100615;-0.002480;-0.033403;+0.028638;+0.066863;+0.015393;+0.082256;-83.087822
+7849.140625;16448;514;+0.067207;-0.001680;+0.014293;+0.029310;+0.065071;+0.015120;+0.080191;-81.870171
+7849.151367;16448;514;+0.067076;-0.001032;+0.014293;+0.029981;+0.063196;+0.014653;+0.077848;-78.777832
+7849.161133;16448;2056;+0.067076;-0.000534;+0.107408;+0.030652;+0.061383;+0.014169;+0.075552;-74.908493
+7849.171387;16448;2056;+0.067076;-0.000171;+0.107408;+0.031322;+0.059810;+0.013673;+0.073483;-71.178696
+7849.181152;13364;2570;+0.100615;+0.000077;+0.173041;+0.032328;+0.058612;+0.013328;+0.071940;-68.426727
+7849.190918;13364;2570;+0.100615;+0.000230;+0.173041;+0.033335;+0.057886;+0.013123;+0.071009;-67.129150
+7849.201660;13364;3084;+0.134153;+0.000310;+0.209852;+0.034676;+0.057692;+0.013046;+0.070737;-67.355049
+7849.211426;13878;1028;+0.134153;+0.000337;+0.056992;+0.036018;+0.057910;+0.013086;+0.070995;-68.838867
+7849.221680;13878;1028;+0.134153;+0.000328;+0.056992;+0.037359;+0.058250;+0.013074;+0.071323;-70.777832
+7849.231445;13878;1542;+0.100615;+0.000296;+0.093710;+0.038365;+0.058591;+0.012852;+0.071443;-72.244568
+7849.241699;13878;1542;+0.100615;+0.000252;+0.093710;+0.039371;+0.059001;+0.012441;+0.071442;-72.799316
+7849.251953;16191;2056;+0.067076;+0.000204;+0.109361;+0.040042;+0.059522;+0.011857;+0.071379;-72.381218
+7849.261719;15934;1542;+0.067076;+0.000157;+0.079527;+0.040713;+0.060144;+0.011118;+0.071262;-71.106468
+7849.271973;15934;1542;+0.033538;+0.000114;+0.079527;+0.041048;+0.060814;+0.010239;+0.071053;-69.146530
+7849.281738;16191;1542;+0.067076;+0.000077;+0.078005;+0.041719;+0.061497;+0.009396;+0.070893;-67.029320
+7849.291992;16191;1542;+0.067076;+0.000048;+0.078005;+0.042390;+0.062185;+0.008750;+0.070936;-65.537743
+7849.301758;15420;2570;+0.134153;+0.000025;+0.148202;+0.043731;+0.062941;+0.008447;+0.071388;-65.500595
+7849.312500;15420;2570;+0.134153;+0.000008;+0.148202;+0.045073;+0.063889;+0.008458;+0.072347;-67.332870
+7849.322266;13621;3341;+0.134153;-0.000003;+0.223587;+0.046414;+0.065145;+0.008436;+0.073581;-70.342651
+7849.332031;13878;3855;+0.067076;-0.000010;+0.254000;+0.047085;+0.066851;+0.008064;+0.074914;-73.127747
+7849.342285;13878;3855;+0.067076;-0.000014;+0.254000;+0.047756;+0.069089;+0.007371;+0.076461;-74.784889
+7849.352051;14392;2313;+0.000000;-0.000015;+0.142404;+0.047756;+0.071730;+0.006389;+0.078120;-74.969765
+7849.362793;14392;2313;+0.000000;-0.000015;+0.142404;+0.047756;+0.074519;+0.005146;+0.079666;-73.649765
+7849.372559;14906;2056;+0.000000;-0.000014;+0.120119;+0.047756;+0.077307;+0.003989;+0.081296;-71.723991
+7849.382324;14906;3598;+0.000000;-0.000012;+0.219902;+0.047756;+0.080134;+0.002915;+0.083049;-70.131485
+7849.392578;16191;3598;+0.033538;-0.000009;+0.201722;+0.048091;+0.083137;+0.002082;+0.085219;-69.723679
+7849.402344;15420;3598;+0.067076;-0.000007;+0.212285;+0.048762;+0.086360;+0.001632;+0.087993;-71.222595
+7849.413086;15420;3598;+0.067076;-0.000005;+0.212285;+0.049433;+0.089775;+0.001375;+0.091150;-74.487419
+7849.422852;15163;3855;+0.033538;-0.000004;+0.232016;+0.049768;+0.093381;+0.000975;+0.094355;-78.380974
+7849.432617;15163;3855;+0.033538;-0.000002;+0.232016;+0.050104;+0.097185;+0.000444;+0.097629;-81.961418
+7849.442871;14906;4112;+0.000000;-0.000001;+0.252220;+0.050104;+0.101194;-0.000204;+0.100990;-84.831268
+7849.452637;14392;3855;-0.033669;-0.000000;+0.244766;+0.049767;+0.105406;-0.001117;+0.104289;-86.595459
+7849.463379;14392;3855;-0.033669;+0.000000;+0.244766;+0.049430;+0.109794;-0.002110;+0.107684;-87.427795
+7849.473145;14392;5140;-0.067207;+0.000000;+0.326077;+0.048758;+0.114395;-0.003170;+0.111225;-87.781013
+7849.483398;14392;5140;-0.067207;+0.000001;+0.326077;+0.048086;+0.119328;-0.004289;+0.115039;-88.068810
+7849.493164;14649;3855;-0.067207;+0.000001;+0.240377;+0.047414;+0.124542;-0.005297;+0.119245;-88.799805
+7849.502930;14649;3855;-0.067207;+0.000001;+0.240377;+0.046742;+0.129830;-0.006199;+0.123631;-90.200127
+7849.513672;14649;3598;-0.033669;+0.000001;+0.223899;+0.046405;+0.135071;-0.006840;+0.128231;-92.605820
+7849.523438;15163;3855;-0.067207;+0.000001;+0.232016;+0.045733;+0.140225;-0.007401;+0.132824;-95.850136
+7849.533691;15163;3855;-0.067207;+0.000000;+0.232016;+0.045061;+0.145280;-0.008047;+0.137233;-99.227867
+7849.543457;15420;4112;-0.100745;+0.000000;+0.243655;+0.044054;+0.150244;-0.008768;+0.141476;-102.212173
+7849.553223;15420;4112;-0.100745;+0.000000;+0.243655;+0.043046;+0.155128;-0.009555;+0.145573;-104.595856
+7849.563477;15420;3341;-0.134283;+0.000000;+0.196421;+0.041703;+0.159886;-0.010400;+0.149487;-106.325287
+7849.573730;15163;2570;-0.134283;+0.000000;+0.150949;+0.040361;+0.164380;-0.011294;+0.153086;-107.375496
+7849.583984;15163;2570;-0.134283;+0.000000;+0.150949;+0.039018;+0.168484;-0.012069;+0.156415;-108.105568
+7849.593750;14649;2313;-0.134283;+0.000000;+0.139655;+0.037675;+0.172162;-0.012732;+0.159429;-108.871841
+7849.604004;14649;2313;-0.134283;-0.000000;+0.139655;+0.036332;+0.175415;-0.013292;+0.162124;-109.813751
+7849.613770;14135;3598;-0.134283;-0.000000;+0.232305;+0.034989;+0.178345;-0.013753;+0.164591;-111.000961
+7849.624023;14135;3598;-0.134283;-0.000000;+0.232305;+0.033646;+0.181141;-0.014123;+0.167018;-112.501465
+7849.634277;14392;3341;-0.167822;-0.000000;+0.211155;+0.031968;+0.183873;-0.014569;+0.169304;-113.928291
+7849.644043;15420;1799;-0.234898;-0.000000;+0.099194;+0.029619;+0.186391;-0.015404;+0.170987;-114.128616
+7849.654297;15420;1799;-0.234898;-0.000000;+0.099194;+0.027270;+0.188470;-0.016430;+0.172041;-112.613503
+7849.664062;15677;1799;-0.234898;-0.000000;+0.097307;+0.024921;+0.190034;-0.017306;+0.172728;-110.200745
+7849.674316;15677;1799;-0.234898;-0.000000;+0.097307;+0.022572;+0.191117;-0.018043;+0.173074;-107.741356
+7849.684570;15677;2313;-0.201360;-0.000000;+0.129537;+0.020559;+0.191784;-0.018489;+0.173295;-105.990273
+7849.694336;15420;2570;-0.201360;-0.000000;+0.148202;+0.018545;+0.192146;-0.018666;+0.173480;-105.373878
+7849.704590;15420;2570;-0.201360;-0.000000;+0.148202;+0.016532;+0.192294;-0.018758;+0.173536;-105.581268
+7849.714355;14649;2056;-0.201360;-0.000000;+0.122493;+0.014518;+0.192239;-0.018772;+0.173467;-106.122940
+7849.725098;14649;2056;-0.201360;-0.000000;+0.122493;+0.012504;+0.191949;-0.018713;+0.173236;-106.646362
+7849.734863;14392;1542;-0.234898;-0.000000;+0.089789;+0.010155;+0.191390;-0.018749;+0.172641;-106.603722
+7849.744629;14392;1542;-0.234898;+0.000000;+0.089789;+0.007806;+0.190527;-0.018872;+0.171655;-105.618843
+7849.754883;14649;1028;-0.234898;+0.000000;+0.053113;+0.005457;+0.189321;-0.018912;+0.170409;-103.941177
+7849.764648;14906;1028;-0.234898;+0.000000;+0.051909;+0.003108;+0.187738;-0.018878;+0.168859;-101.904976
+7849.775391;14906;1028;-0.234898;+0.000000;+0.051909;+0.000759;+0.185777;-0.018776;+0.167001;-99.711266
+7849.785156;15163;514;-0.234898;+0.000000;+0.016938;-0.001590;+0.183444;-0.018611;+0.164832;-97.446526
+7849.794922;15163;514;-0.234898;+0.000000;+0.016938;-0.003939;+0.180714;-0.018390;+0.162323;-95.098526
+7849.805176;15677;771;-0.201360;+0.000000;+0.032194;-0.005952;+0.177611;-0.017959;+0.159653;-92.991631
+7849.814941;15677;771;-0.201360;+0.000000;+0.032194;-0.007966;+0.174209;-0.017335;+0.156874;-91.401749
+7849.825195;15420;771;-0.201360;+0.000000;+0.033011;-0.009979;+0.170561;-0.016699;+0.153862;-90.030724
+7849.835449;15420;1285;-0.234898;+0.000000;+0.066194;-0.012328;+0.166733;-0.016215;+0.150519;-88.213326
+7849.845215;15420;1285;-0.234898;+0.000000;+0.066194;-0.014677;+0.162820;-0.015870;+0.146950;-85.561661
